N,EST_ari,SE_ari,EST_geo,SE_geo,EST_cv,SE_cv,EST_geo_anal
420000,6.576715380669554,0.012940535875491599,6.342567375142422,0.012508161540747253,6.713516939374619,0.0003528062239767431,6.474847237106069
430000,6.5694954285675955,0.012798709050242666,6.335424824513385,0.012369228884665564,6.713704734190476,0.00035042845684253755,6.474847237106069
440000,6.551829810309778,0.01264203571222871,6.318518569219959,0.012217128990173489,6.713535312819167,0.00034489781615198355,6.474847237106069
450000,6.564712687088953,0.012504994541447774,6.331151581214983,0.012086432244872821,6.713329656078037,0.000340041011342874,6.474847237106069
460000,6.58020880999941,0.012368441663439096,6.345997800433519,0.011953548931144113,6.713480528393762,0.00033843940317990174,6.474847237106069
470000,6.556901288305338,0.01222481934207428,6.323720016410852,0.011816059283152734,6.713199334300364,0.00033067118884515034,6.474847237106069
480000,6.56954025209071,0.012109961855492138,6.3352096830362035,0.011702518960062901,6.713985211448555,0.00033199291820860065,6.474847237106069
490000,6.558700587909977,0.011971277090802538,6.324791279224675,0.011569401421885898,6.713911015400954,0.00032685991512640855,6.474847237106069
500000,6.5606699141224825,0.011858128235415688,6.327081115035218,0.011460640946355863,6.713504501510452,0.00032228964551881697,6.474847237106069
510000,6.539164875298279,0.011705007742622238,6.306256546021664,0.01131224404430326,6.713543782593146,0.00032021732521317467,6.474847237106069
520000,6.569652811085105,0.011639279527861509,6.33529096926241,0.01124734884334037,6.714017913582337,0.00031888634340015884,6.474847237106069
530000,6.569187029055619,0.011527655211551009,6.334779990732305,0.011140071104288017,6.714073548257402,0.0003144419971929211,6.474847237106069
540000,6.571944294627902,0.011420275957050268,6.338320036790979,0.011037314304026002,6.713156153908475,0.00031110247834453955,6.474847237106069
550000,6.554661843887695,0.01129317434090196,6.321385068829943,0.010915562246870084,6.713373965386889,0.0003075959644626843,6.474847237106069
560000,6.568318330071743,0.011215025499137997,6.334015233151091,0.010838533391759586,6.713988063622078,0.0003060573653665121,6.474847237106069
570000,6.5665981227983865,0.011101184995555102,6.332422864448367,0.01072899645719591,6.71390832936096,0.00030289090085641865,6.474847237106069
580000,6.546297586214634,0.011004049712460804,6.31318441997812,0.010635790611717679,6.713496018962615,0.00029930234815775045,6.474847237106069
590000,6.565201855700758,0.010909953585929916,6.331337347244715,0.010543612019282996,6.713642330814501,0.00029883669511842503,6.474847237106069
600000,6.590394563349787,0.010848040898616572,6.355863441198988,0.010484164254785943,6.713461935641907,0.0002966007547336041,6.474847237106069
610000,6.560088455685162,0.010730869864195396,6.326509731746984,0.01037138101527433,6.713509997651423,0.0002939175519061369,6.474847237106069
620000,6.565321070219317,0.010657168877961603,6.331451634419263,0.010299553140227662,6.713640727538411,0.0002897593372380549,6.474847237106069
630000,6.555784724713989,0.01055453435554757,6.322522851982609,0.010201380637387647,6.713324199860072,0.0002865929894310058,6.474847237106069
640000,6.561041850386072,0.010486743406878947,6.327443498056516,0.010134628681752357,6.71350991839863,0.000286734139590639,6.474847237106069
650000,6.573982396179162,0.010404561991335793,6.339284348842843,0.010055234003546526,6.714202511702261,0.0002842329022553197,6.474847237106069
660000,6.574584133400363,0.01034095158999306,6.3399293161317605,0.009993969675198694,6.714134464766727,0.0002817390812443986,6.474847237106069
670000,6.566474068496902,0.01022611451700288,6.33306365780285,0.009884504816047345,6.7131029326495035,0.00027943308105928146,6.474847237106069
680000,6.557323572970139,0.010165737792965505,6.323414145433719,0.009822991417529372,6.713981602969939,0.00027869524975118694,6.474847237106069
690000,6.564382419001246,0.010087132815306694,6.330612910226447,0.009749338296293323,6.713559096510164,0.0002740172985017693,6.474847237106069
700000,6.559184345640648,0.01001298252149202,6.3252512183703375,0.00967674088481345,6.713920327625621,0.00027433853038646283,6.474847237106069
710000,6.563358842949398,0.009954480652930139,6.32962974487052,0.009620996928455855,6.713554312055502,0.00027069296374455373,6.474847237106069
720000,6.570999258180625,0.009877700937767525,6.336725083912234,0.00954614429260367,6.713865114861635,0.0002703851835572122,6.474847237106069
730000,6.570831697062858,0.009819293359375455,6.337272915423014,0.00949104110211308,6.713111365196336,0.0002672541197567704,6.474847237106069
740000,6.566620427825992,0.009754291775340216,6.332528913888182,0.009426500578473322,6.7138327106482265,0.00026638808105055803,6.474847237106069
